Date,S&P Daily Return,UPRO Mimic Daily Return,SPY Cumulative,UPRO Mimic Cumulative,Quarter End,S&P Portfolio Value,UPRO Portfolio Value,S&P Portfolio Normal,UPRO Portfolio Normal,Profile Portfolio Value,Contributions,SPY Max Drawdown,UPRO Max Drawdown,Portfolio Max Drawdown,UPRO_mimic_return,S&P_return,Profile_return
2020-01-02,,,,,False,100.0,100.0,70.0,30.0,100.0,100,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-03,-0.007059870562045378,-0.021177311686136135,99.29401294379547,102.11773116861363,False,99.29401294379547,97.88226883138638,69.50580906065683,29.364680649415916,98.87048971007275,100,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-06,0.0035333728907271933,0.01060241867218158,99.64485571734258,101.0350362289107,False,99.6448557173426,98.92005762611977,69.75139900213982,29.676017287835933,99.42741628997575,100,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-07,-0.0028032386528962228,-0.008407415958688668,99.36552740623347,101.88447980488833,False,99.36552740623347,98.08839555499954,69.55586918436343,29.42651866649986,98.98238785086329,100,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-08,0.004902451368978156,0.014709654106934467,99.85266207209538,100.38579434809347,False,99.8526620720954,99.53124192551775,69.89686345046678,29.859372577655325,99.7562360281221,100,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-09,0.006655262605488987,0.019968087816466962,100.51720776004234,98.38128199102495,False,201.18273402059125,203.5154992864152,140.82791381441388,61.05464978592456,201.88256360033844,200,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-10,-0.002855178689662563,-0.008563236068987689,100.23021317050147,99.22374413348375,False,200.6083213656876,201.77274802232773,140.4258249559813,60.53182440669832,200.95764936267963,200,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-13,0.006976215252569862,0.020930945757709585,100.92944071238985,97.14689732714893,False,202.00780819699133,205.99604246656708,141.40546573789393,61.798812739970124,203.20427847786405,200,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-14,-0.001514532772802224,-0.004541298318406672,100.77657976669035,97.58807036861916,False,201.70186075111505,205.06055298531524,141.19130252578054,61.51816589559457,202.7094684213751,200,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-15,0.0018701968845122874,0.005612890653536862,100.9650518122018,97.04031920055044,False,202.0790829426921,206.21153544657562,141.4553580598845,61.863460633972686,203.3188186938572,200,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-16,0.00836655302646827,0.025101959079404813,101.8097812720087,94.60441707892583,False,304.60644360831907,313.89804487899727,213.22451052582335,94.16941346369919,307.39392398952253,300,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-17,0.003862162248501333,0.011588786745503999,102.20298716576563,93.50806666421545,False,305.7828831154734,317.5357423809306,214.04801818083135,95.2607227142792,309.30874089511053,300,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-21,-0.0026519776473655776,-0.007953632942096733,101.93194712830804,94.25179550358774,False,304.97195374450416,315.01017964003654,213.48036762115288,94.50305389201097,307.9834215131639,300,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-22,0.0002890760711180551,0.0008695282133541653,101.9614132151053,94.16984090823809,False,305.06011383869384,315.28408987872734,213.54207968708565,94.5852269636182,308.1273066507039,300,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-23,0.0011409766124783616,0.0034252298374350845,102.07774880295896,93.84728755937267,False,305.4081802939838,316.3640103506485,213.7857262057886,94.90920310519455,308.6949293109831,300,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-24,-0.009042160974207403,-0.027124182922622208,101.1547453663979,96.39281855392503,False,401.74241426750507,405.070476771501,281.2196899872535,121.52114303145028,402.74083301870377,400,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-27,-0.015730711659182384,-0.047189834977547154,99.56350923408108,100.94157975450541,False,395.42272018739914,385.9552678183775,276.7959041311794,115.78658034551324,392.5824844766926,400,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-28,0.010053584595046017,0.03016305378513805,100.56447939674555,97.89687345521347,False,399.3981359556064,397.5968573202406,279.57869516892447,119.27905719607217,398.85775236499666,400,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-29,-0.0008668741908683941,-0.0025983225726051826,100.4773026450384,98.15124111129961,False,399.0519080196655,396.5637724310685,279.33633561376587,118.96913172932055,398.30546734308643,400,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-30,0.003134358792605374,0.009405376377816122,100.79223456204114,97.22809174669807,False,400.3026798762729,400.29360396858937,280.21187591339105,120.0880811905768,400.29995710396787,400,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-01-31,-0.01770582037552626,-0.05311516112657878,99.00762536163774,102.3923775058537,False,491.4444104929892,473.72042858320094,344.01108734509245,142.1161285749603,486.1272159200528,500,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-03,0.007254613892351713,0.02176614167705514,99.72588745603503,100.16369051041079,False,495.0096499406703,484.0314945470582,346.5067549584692,145.20944836411746,491.71620332258664,500,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-04,0.014980414164082134,0.0449435424922464,101.21982255300708,95.66197942977593,False,502.42509951199884,505.7855845898194,351.6975696583992,151.73567537694584,503.433245035345,500,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-05,0.01125059589785371,0.03375408769356113,102.35860587340342,92.43299658716363,False,508.07768127554726,522.8579155662032,355.6543768928831,156.857374669861,512.511751562744,500,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-06,0.003325672876785646,0.009979318630356938,102.69901711266218,91.51057826226163,False,509.7673814394655,528.0756813040426,356.83716700762585,158.42270439121282,515.2598713988386,500,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-07,-0.005400853672730133,-0.016200261018190398,102.14435474890348,92.9930735160358,False,606.474117037907,617.9006913277394,424.531881926535,185.37020739832184,609.9020893248569,600,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-10,0.007326397804890528,0.021981493414671583,102.89270492531782,90.94894688293299,False,610.9173876776965,631.4830713050811,427.6421713743876,189.44492139152436,617.087092765912,600,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-11,0.0016884725532351208,0.005067717659705363,103.06643643351234,90.48804329868274,False,611.9489049190844,634.6832492173389,428.3642334433591,190.40497476520167,618.7692082085608,600,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-12,0.006462646466197652,0.019390239398592957,103.73251837471295,88.73345847641103,False,615.9037143469533,646.98990936194,431.1326000428673,194.096972808582,625.2295728514493,600,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-13,-0.0016304457368023773,-0.0048890372104071315,103.56338813236113,89.16727965671032,False,614.8995167616156,643.8267516203116,430.4296617331309,193.14802548609345,623.5776872192243,600,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-14,0.0018435333204338544,0.0055328999613015635,103.75431068916015,88.67392601854834,False,716.2174578415277,747.9422706255667,501.3522204890694,224.38268118767,725.7349016767394,700,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-18,-0.002919942636890105,-0.008757527910670315,103.45135405361772,89.4504904006045,False,714.1261439490911,741.3921453149932,499.8883007643638,222.41764359449792,722.3059443588618,700,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-19,0.004705785881164548,0.014119657643493645,103.93817397491058,88.18748010010535,False,717.4866686746573,751.8603485864162,502.24066807226006,225.55810457592483,727.7987726481849,700,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-20,-0.00381551976362815,-0.01144425929088445,103.54159581791389,89.19672048858067,False,714.7490841101894,743.2558638066585,500.32435887713257,222.97675914199752,723.3011180191301,700,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-21,-0.01051810302712286,-0.031552009081368584,102.45253464550836,92.01105622346466,False,707.2312796049767,719.8046480420503,495.0618957234837,215.94139441261507,711.0032901360987,700,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-24,-0.03351362667122315,-0.10053858001366946,99.01897864787824,101.26171716172972,False,780.1780318629618,737.3826528392965,546.1246223040733,221.21479585178892,767.3394181558623,800,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-25,-0.030279995565056117,-0.09083768669516835,96.02068441356411,110.46009729948167,False,756.5542445181972,670.4005184462284,529.5879711627381,201.12015553386848,730.7081266966065,800,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-26,-0.0037785406053220116,-0.011333321815966035,95.65786635855665,111.71197712999962,False,753.6955735851565,662.8026536250868,527.5869015096096,198.840796087526,726.4276975971355,800,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-27,-0.04416324258407911,-0.13248742775223732,91.43330480148828,126.51240962907005,False,720.4099331343685,574.9896349389419,504.286953194058,172.49689048168256,676.7838436757406,800,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-02-28,-0.008238340444361891,-0.024712721333085674,90.68004610858051,129.63887555341046,False,714.4749508457077,560.7800763212832,500.13246559199536,168.23402289638494,668.3664884883804,800,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-02,0.046039229006110016,0.13811998701833006,94.85488551765808,111.7331557449025,False,851.9727496274334,752.04701188475,596.3809247392034,225.61410356542498,821.9950283046284,900,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-03,-0.028107896121075893,-0.08432138836322768,92.1887142489512,121.15465056351742,False,828.025588082918,688.6333637282111,579.6179116580427,206.5900091184633,786.207920776506,900,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-04,0.04220259077449118,0.12661007232347354,96.0793168304262,105.81525149334531,False,862.9704131275888,775.8212837141967,604.0792891893122,232.74638511425903,836.8256743035713,900,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-05,-0.033922077046888544,-0.10176393114066563,92.82010684229205,116.58342745994634,False,833.6966642842895,696.8706600208424,583.5876649990028,209.06119800625274,792.6488630052555,900,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-06,-0.01705385200037013,-0.05115925600111039,91.23716647754506,122.54774887085662,False,819.478924758383,661.2192755251733,573.6352473308682,198.36578265755202,772.0010299884202,900,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-09,-0.07596969747745097,-0.2279067924323529,84.30590654154612,150.47721323581905,False,849.6263890075967,587.7322321025516,594.7384723053178,176.3196696307655,771.0581419360833,1000,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-10,0.04939630628156144,0.14819121884468434,88.47030692241702,128.17781159805156,False,891.594794343913,674.8289879321356,624.1163560407392,202.44869637964072,826.56505242038,1000,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-11,-0.048868445131273974,-0.1466030353938219,84.14690058283193,146.96906784846334,False,848.023943057188,575.8970099295437,593.6167601400317,172.76910297886315,766.3858631188948,1000,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-12,-0.09511268097833658,-0.28533574293500974,76.14346327238123,188.90459601147052,False,767.3661122991987,411.5730087472467,537.1562786094391,123.47190262417402,660.6281812336132,1000,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-13,0.09287124972971839,0.27861604918915517,83.21500186523619,136.27274379708118,False,838.6323621486607,526.2438543972982,587.0426535040625,157.87315631918946,744.915809823252,1000,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-16,-0.11984055240393443,-0.3595193572118033,73.24247007341185,185.26543305249655,False,826.1461413645554,401.0970664065394,578.3022989551888,120.32911992196183,698.6314188771506,1100,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-17,0.05995484974402432,0.17986684923207297,77.63371136154446,151.94232333772842,False,875.6776091366728,473.24113197731117,612.974326395671,141.97233959319337,754.9466659888644,1100,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-18,-0.051830762729157875,-0.15548998818747362,73.60989688818032,175.56783339868915,False,830.2905707502737,399.6568739563324,581.2033995251916,119.89706218689975,701.1004617120914,1100,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-19,0.0047078080405855705,0.014125724121756712,73.95643815261717,173.0878106194447,False,834.1994193752741,405.30231670120327,583.9395935626919,121.590695010361,705.530288573053,1100,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-20,-0.04335951230846191,-0.13007623692538572,70.74972306224876,195.6024216824759,False,798.0289393831602,352.58211652756984,558.6202575682121,105.77463495827097,664.3948925264831,1100,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-23,-0.02929386782180443,-0.0878793034654133,68.67719002643398,212.79182625607996,False,871.7221983327146,412.8095153662245,610.2055388329002,123.84285460986735,734.0483934427675,1200,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-24,0.09382773976227554,0.28148551928682664,75.12101553983857,152.8940085423951,False,953.5139219028753,529.0094161656294,667.4597453320126,158.70282484968882,826.1625701817014,1200,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-25,0.011535011448221999,0.034607334344665994,75.98753731409266,147.60275446947222,False,964.512715908064,547.3170219023499,675.1589011356448,164.19510657070498,839.3540077063498,1200,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-26,0.062414163303876835,0.18724478991163052,80.73023587707388,119.96490771845791,False,1024.7119700674157,649.7992826835147,717.2983790471909,194.93978480505442,912.2381638522453,1200,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-27,-0.033687352562252526,-0.10105975768675758,78.01064795864909,132.0885322233995,False,990.1921366569943,584.1307246304898,693.134495659896,175.23921738914694,868.3737130490429,1200,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-30,0.03351600948370015,0.10055032845110044,80.62525357546076,118.80698692371293,False,1126.7310266482455,752.9202936955749,788.7117186537718,225.8760881086725,1014.5878067624442,1300,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-03-31,-0.016012721914555605,-0.04803586574366682,79.33422381066639,124.51398339698999,True,1108.6889960460253,716.7531155519321,693.7757623284581,297.3324695693392,991.1082318977973,1300,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-01,-0.04414243033166543,-0.13242499099499627,75.83221836318728,141.00274652708748,False,1059.7487692785796,621.8370906793319,663.150814074076,257.95821996409944,921.1090340381754,1300,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-02,0.02282934723487151,0.06849034170461453,77.56341840779109,131.3454202361581,False,1083.9421419141681,664.4269255045627,678.2901142776608,275.62586659495474,953.9159808726156,1300,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-03,-0.015137125124949469,-0.04540907537484841,76.38933123823354,137.30969432380294,False,1067.5343740838077,634.2559131632473,668.0227519468235,263.10995084348656,931.1327027903101,1300,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-06,0.07033131865275055,0.21099625595825167,81.76189363522025,108.33786291470852,False,1249.6486061855358,889.1811617558997,789.9288652869755,354.9550530555694,1144.8839183425448,1400,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-07,-0.0016030527844311804,-0.004806858353293541,81.63082500396794,108.85862767603807,False,1247.6453535078294,884.9069938609221,788.6625676199747,353.2488343937455,1141.9114020137201,1400,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-08,0.03405645287963033,0.10217165863889098,84.41088134924092,97.73636112922377,False,1290.1357287000585,975.3194091648473,815.5216171920525,389.3408537160094,1204.8624709080618,1400,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-09,0.014487410153376512,0.04346453046012953,85.63377640875538,93.4882960838604,False,1308.8264541552614,1017.7112093328484,827.3364133492587,406.2633711117217,1233.5997844609803,1400,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-13,-0.010104660822607414,-0.030311682467822242,84.76847614318591,96.32208362921213,False,1295.6012067603665,986.8626703116078,818.9764595061719,393.9488448082762,1212.925304314448,1400,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-14,0.030572589146256046,0.09172006743876814,87.36006793686573,87.48741562289813,False,1438.2683490666702,1186.5497877292682,916.1547715633474,462.83346144467913,1378.9882330080266,1500,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-15,-0.022030438529415775,-0.06608901558824733,85.43548733025703,93.26937279777532,False,1406.5826666137527,1108.1318803117972,895.9714801849901,432.24525359649925,1328.2167337814894,1500,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-16,0.005816689462164515,0.017452368386493545,85.93243902910582,91.64160134453134,False,1414.7643211883083,1127.4714061078164,901.1830680521821,439.7889569955787,1340.9720250477608,1500,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-17,0.026793594848223412,0.08038308454467023,88.23487798477134,84.27516675584491,False,1452.6709432159496,1218.1010354666791,925.3290020616512,475.14054990756665,1400.4695519692177,1500,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-20,-0.01788104803401469,-0.053640844102044075,86.65714589325022,88.79575783746895,False,1426.6956643026879,1152.7610677226726,908.7831497285199,449.65360974341536,1358.4367594719351,1500,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
2020-04-21,-0.030674795694063395,-0.09202208708219019,83.99895564754412,96.9669287977176,False,1479.8645867131904,1137.4793796555193,948.7591765818057,435.51488349831993,1384.2740600801258,1600,0,0,-0.21055459754696745,39.66296234259816,14.874000157870585,22.984539077729213
